20102

10.5 , 0, 8182
11.75 , 0, 6173
8.75 , 0, 4748
10.25 , 0, 15613
10.75 , 0, 4202
8.5 , 0, 2725
160.5 , 0, 0
2 , 1, 17374
4 , 1, 11345
4 , 1, 11186
7 , 1, 5697
10.75 , 1, 7488
3.25 , 1, 17169
5.5 , 1, 5560
6.75 , 1, 15121
10.75 , 1, 5675
154 , 1, 1
11 , 2, 13691
2.5 , 2, 4254
9.75 , 2, 1418
0.75 , 2, 6694
6.25 , 2, 6251
1 , 2, 4694
5.75 , 2, 6165
10 , 2, 5427
147 , 2, 2
0.75 , 3, 5619
10.25 , 3, 2701
7.25 , 3, 13177
12.25 , 3, 19019
4.75 , 3, 8374
135.25 , 3, 3
4.75 , 4, 6221
5 , 4, 2398
2.5 , 4, 17020
5.75 , 4, 5895
12.25 , 4, 6328
4 , 4, 10083
0.75 , 4, 2386
8.5 , 4, 5703
10.5 , 4, 16228
154 , 4, 4
8.75 , 5, 2533
8 , 5, 478
116.75 , 5, 5
2.75 , 6, 5411
11.25 , 6, 2818
2.75 , 6, 14419
6.25 , 6, 11952
123 , 6, 6
1 , 7, 5181
101 , 7, 7
2.75 , 8, 17310
7.25 , 8, 15832
4.25 , 8, 4714
5.5 , 8, 4740
8.75 , 8, 8324
5 , 8, 11159
6 , 8, 3877
9.75 , 8, 6131
149.25 , 8, 8
11 , 9, 1724
8 , 9, 17046
2.5 , 9, 13703
121.5 , 9, 9
6.5 , 10, 1848
6.5 , 10, 4517
5.75 , 10, 1212
8.25 , 10, 4776
4.75 , 10, 8078
5.75 , 10, 6734
9 , 10, 1877
10.75 , 10, 7984
9 , 10, 8164
166.25 , 10, 10
7 , 11, 11929
6.75 , 11, 1801
6.5 , 11, 1120
120.25 , 11, 11
1.25 , 12, 16350
4 , 12, 1817
1 , 12, 5241
5.25 , 12, 4431
5.75 , 12, 10142
10.25 , 12, 7728
6.75 , 12, 3612
7.75 , 12, 7363
142 , 12, 12
2.25 , 13, 19333
1.5 , 13, 7446
8.75 , 13, 12995
4.25 , 13, 6774
9.75 , 13, 15889
7.25 , 13, 18341
1.25 , 13, 19634
135 , 13, 13
1.25 , 14, 8216
2 , 14, 6748
7.25 , 14, 19473
11.75 , 14, 10765
8 , 14, 13424
9.75 , 14, 1855
4 , 14, 2252
3.75 , 14, 11740
147.75 , 14, 14
4 , 15, 7484
12 , 15, 12433
6.75 , 15, 14733
8.25 , 15, 8842
2.5 , 15, 7383
8.5 , 15, 9311
142 , 15, 15
8.75 , 16, 5961
8 , 16, 7271
10.5 , 16, 2294
9.75 , 16, 12008
3.25 , 16, 4299
6.75 , 16, 7585
7.75 , 16, 7291
2 , 16, 3195
156.75 , 16, 16
2.5 , 17, 527
1.5 , 17, 8546
6 , 17, 11829
9.5 , 17, 15512
9.25 , 17, 3291
7.25 , 17, 7442
2.5 , 17, 11906
8 , 17, 1354
1.5 , 17, 18240
148 , 17, 17
4 , 18, 13336
9.75 , 18, 1710
2.75 , 18, 15723
11.5 , 18, 16386
128 , 18, 18
7.25 , 19, 4913
107.25 , 19, 19
6 , 20, 16176
106 , 20, 20
1.5 , 21, 11592
