2019

394.5, 0, 0
21.5, 0, 54
4.5, 0, 86
9.5, 0, 124
18, 0, 360
19.5, 0, 372
7, 0, 830
5, 0, 948
1, 0, 1448
16, 0, 1654
21.5, 1, 298
20, 1, 984
3.5, 1, 1070
7, 1, 1334
16.5, 1, 1458
4.5, 1, 1680
23.5, 1, 1692
355, 2, 2
11, 2, 186
23, 2, 446
10, 2, 712
14, 2, 1902
21, 2, 1948
14.5, 2, 1968
6.5, 3, 1348
22, 3, 1918
290, 4, 4
19.5, 4, 788
23.5, 4, 1198
8.5, 4, 1768
20.5, 5, 126
19.5, 5, 286
47, 5, 630
7.5, 5, 722
10.5, 5, 1398
10, 5, 1406
22.5, 5, 1540
407, 6, 6
8.5, 6, 58
17, 6, 84
11.5, 6, 284
17, 6, 772
4.5, 6, 906
17.5, 6, 1668
7.5, 6, 1994
23.5, 7, 156
22.5, 7, 716
22, 7, 1066
13, 7, 1128
2, 7, 1566
3.5, 7, 1698
459.5, 8, 8
10, 8, 102
2.5, 8, 162
19.5, 8, 276
8.5, 8, 426
9, 8, 446
1.5, 8, 782
16, 8, 948
19, 8, 1046
10, 8, 1778
18.5, 8, 1794
7.5, 8, 1844
25.5, 9, 272
4, 9, 324
21, 9, 634
20.5, 9, 698
16, 9, 1060
15, 9, 1374
8, 9, 1560
10, 9, 1752
297.5, 10, 10
23.5, 10, 118
7, 10, 440
5, 10, 854
1.5, 10, 1318
426, 12, 12
3.5, 12, 234
14.5, 12, 420
7.5, 12, 488
4, 12, 564
40.5, 12, 1064
17.5, 12, 1180
16.5, 12, 1292
4.5, 12, 1426
4, 12, 1514
2, 12, 1658
4, 13, 350
4.5, 13, 600
20.5, 13, 654
12.5, 13, 1108
3.5, 13, 1320
5, 13, 1748
11, 13, 1758
23.5, 13, 1880
19.5, 13, 1974
389.5, 14, 14
23, 14, 80
9.5, 14, 88
4.5, 14, 534
24.5, 14, 582
9.5, 14, 1016
3, 14, 1168
7, 14, 1474
9.5, 14, 1784
4, 14, 1848
19, 14, 1936
17.5, 15, 158
12, 15, 1034
3.5, 15, 1144
4, 15, 1478
3, 15, 1790
348, 16, 16
6, 16, 614
6, 16, 788
11.5, 16, 896
20, 16, 1154
15, 16, 1906
6, 17, 568
10.5, 17, 1638
5, 17, 2016
363, 18, 18
3.5, 18, 288
24.5, 18, 504
21.5, 18, 576
25.5, 18, 1124
4, 19, 154
5.5, 19, 674
24, 19, 1170
9.5, 19, 1282
8, 19, 1644
309.5, 20, 20
17, 20, 164
15, 20, 948
10.5, 20, 1020
5, 20, 1222
22.5, 21, 1326
18.5, 21, 1736
10.5, 21, 1768
251, 22, 22
10.5, 22, 190
15, 22, 254
11, 22, 1536
20.5, 23, 44
