2019

194, 0, 0
18, 0, 360
19.5, 0, 372
7, 0, 830
1, 0, 1448
16, 0, 1654
20, 1, 984
7, 1, 1334
4.5, 1, 1680
23.5, 1, 1692
174, 2, 2
11, 2, 186
14, 2, 1902
14.5, 2, 1968
142, 4, 4
23.5, 4, 1198
8.5, 4, 1768
7.5, 5, 722
153.5, 6, 6
17.5, 6, 1668
7.5, 6, 1994
23.5, 7, 156
22.5, 7, 716
22, 7, 1066
2, 7, 1566
253, 8, 8
10, 8, 102
2.5, 8, 162
19.5, 8, 276
1.5, 8, 782
16, 8, 948
10, 8, 1778
18.5, 8, 1794
7.5, 8, 1844
10, 9, 1752
153.5, 10, 10
23.5, 10, 118
5, 10, 854
1.5, 10, 1318
234, 12, 12
14.5, 12, 420
15, 12, 1064
16.5, 12, 1292
4.5, 12, 1426
4, 12, 1514
2, 12, 1658
4.5, 13, 600
20.5, 13, 654
12.5, 13, 1108
3.5, 13, 1320
5, 13, 1748
11, 13, 1758
19.5, 13, 1974
199, 14, 14
23, 14, 80
4.5, 14, 534
9.5, 14, 1016
3, 14, 1168
9.5, 14, 1784
4, 14, 1848
17.5, 15, 158
3.5, 15, 1144
207.5, 16, 16
6, 16, 614
6, 16, 788
11.5, 16, 896
20, 16, 1154
6, 17, 568
192, 18, 18
3.5, 18, 288
24.5, 18, 504
25.5, 18, 1124
4, 19, 154
5.5, 19, 674
8, 19, 1644
153.5, 20, 20
17, 20, 164
22.5, 21, 1326
18.5, 21, 1736
4, 23, 1584
4.5, 23, 1700
107, 24, 24
3.5, 24, 244
5, 25, 1354
185, 26, 26
24.5, 26, 1960
9.5, 27, 474
5.5, 27, 1450
18.5, 27, 1770
6.5, 27, 1844
125, 28, 28
14.5, 28, 1540
5, 29, 514
4, 29, 1272
3, 29, 1448
6, 29, 1456
11.5, 29, 1630
153, 30, 30
14.5, 30, 1248
19.5, 30, 1716
12.5, 31, 1158
12, 31, 1754
132, 32, 32
8.5, 32, 334
10, 32, 1358
11.5, 33, 646
2, 33, 1294
178, 34, 34
19.5, 34, 922
8.5, 34, 1560
21.5, 35, 20
23.5, 35, 492
8, 35, 892
24, 35, 1052
2, 35, 1162
19.5, 35, 1594
117.5, 36, 36
12.5, 36, 128
4.5, 36, 1644
24.5, 37, 122
3.5, 37, 516
25.5, 37, 736
2.5, 37, 1116
9.5, 37, 1144
20, 37, 1392
1, 37, 1820
252, 38, 38
22.5, 38, 670
12, 38, 1286
25.5, 38, 1334
4.5, 38, 1776
7.5, 38, 1894
10.5, 38, 1944
22.5, 39, 570
7, 39, 1106
19.5, 39, 1262
5.5, 39, 1354
10.5, 39, 1392
118, 40, 40
8.5, 40, 1684
9, 41, 648
21, 41, 1202
165, 42, 42
20.5, 42, 118
11.5, 43, 402
3.5, 43, 822
3, 43, 1134
173, 44, 44
22.5, 44, 524
3.5, 45, 266
4.5, 45, 364
20.5, 45, 556
9.5, 45, 950
2.5, 45, 1078
219, 46, 46
25, 46, 94
21, 46, 698
18, 46, 1996
9.5, 47, 750
1, 47, 966
23, 48, 34
131.5, 48, 48
1, 48, 242
7, 48, 1008
10, 49, 1526
146.5, 50, 50
25, 50, 798
17.5, 50, 838
24.5, 51, 780
8, 51, 1320
2, 51, 1338
126.5, 52, 52
11, 52, 358
4, 53, 980
5.5, 53, 1802
125.5, 54, 54
25, 54, 562
21, 55, 416
16, 55, 436
14, 55, 714
24, 55, 1170
22, 55, 1640
167.5, 56, 56
12, 56, 280
2, 56, 936
12.5, 57, 682
23, 57, 726
138, 58, 58
6.5, 59, 724
20, 59, 832
192, 60, 60
9, 60, 116
10.5, 21, 1768
120.5, 22, 22
11, 22, 1536
18.5, 23, 380
16, 23, 912
1, 23, 990
18.5, 60, 454
14.5, 60, 892
6, 61, 18
20.5, 61, 82
4, 61, 1592
146, 62, 62
22, 62, 794
23, 63, 1396
253.5, 64, 64
24.5, 64, 404
17.5, 64, 766
25, 64, 1344
10, 64, 1602
6, 65, 144
5.5, 65, 340
10, 65, 656
139.5, 66, 66
16.5, 66, 958
7.5, 66, 1818
16.5, 67, 1820
222, 68, 68
1, 68, 208
1.5, 68, 426
3, 68, 536
21.5, 68, 1060
1.5, 68, 1352
13.5, 68, 1638
6, 69, 226
21, 69, 1220
179.5, 70, 70
18.5, 70, 454
8.5, 70, 948
9.5, 70, 1154
19, 71, 84
8.5, 71, 192
11, 71, 840
11.5, 71, 1498
178, 72, 72
3, 72, 1052
21, 72, 1274
24.5, 72, 1612
17, 73, 668
2, 73, 936
167.5, 74, 74
25, 74, 400
12.5, 74, 1132
11, 75, 1764
7, 76, 52
246.5, 76, 76
9, 76, 642
24, 76, 1438
3.5, 77, 208
141.5, 78, 78
5, 78, 1036
12.5, 78, 1216
3.5, 78, 1250
11, 79, 978
1, 79, 1632
24, 80, 20
238.5, 80, 80
4, 80, 400
21, 80, 610
5, 80, 1176
23, 80, 1576
7.5, 81, 600
7.5, 81, 1508
169.5, 82, 82
18.5, 83, 1076
5, 83, 1148
107, 84, 84
151, 86, 86
14.5, 86, 1292
12, 86, 1804
12, 87, 1026
16.5, 88, 28
247, 88, 88
8.5, 88, 300
3, 88, 738
10, 88, 922
12.5, 88, 1084
16.5, 88, 1184
18, 88, 1858
23, 90, 66
227.5, 90, 90
10.5, 90, 184
7, 90, 456
16.5, 90, 1192
22, 90, 1704
16.5, 90, 1740
10, 91, 770
22, 91, 946
20, 91, 1428
25, 91, 1926
10.5, 91, 1998
5.5, 91, 2002
136.5, 92, 92
5.5, 92, 342
12.5, 92, 1390
4, 93, 318
187.5, 94, 94
19.5, 94, 258
19, 94, 1442
7.5, 95, 1618
22.5, 95, 1706
15.5, 95, 1736
13, 95, 1962
24, 95, 2018
242, 96, 96
15, 96, 154
6, 96, 158
21.5, 96, 1102
25, 96, 1834
23, 96, 2010
6, 97, 402
8, 97, 1606
130.5, 98, 98
10.5, 98, 538
4, 98, 1878
14, 99, 336
240, 100, 100
22.5, 100, 594
16.5, 101, 370
24.5, 101, 942
18.5, 101, 1044
13.5, 101, 1572
9, 101, 1736
220.5, 102, 102
13.5, 102, 1138
4.5, 102, 1252
2, 103, 1540
7.5, 104, 74
140, 104, 104
4.5, 104, 1066
9.5, 104, 1306
24.5, 105, 200
9, 105, 544
16.5, 105, 574
7, 105, 712
132.5, 106, 106
6.5, 107, 118
9, 107, 294
126, 108, 108
9, 108, 626
16.5, 108, 1108
21.5, 109, 156
14.5, 109, 1142
14, 109, 1498
2.5, 109, 1912
157.5, 110, 110
1.5, 110, 336
7.5, 110, 490
10.5, 110, 1564
