2019

38897, 0, 0
9, 0, 34
2698.25, 0, 54
38, 0, 80
679.5, 0, 86
83.25, 0, 118
1543.75, 0, 124
137.75, 0, 156
42.75, 0, 186
3609, 0, 360
3909.75, 0, 372
190, 0, 516
537.5, 0, 562
311.75, 0, 582
57.5, 0, 716
120.75, 0, 756
1403.5, 0, 830
88, 0, 836
522.5, 0, 948
204, 0, 984
80, 0, 1010
148, 0, 1118
65.25, 0, 1292
128, 0, 1306
194.75, 0, 1380
11.5, 0, 1394
200.5, 0, 1448
3208, 0, 1654
54, 0, 1804
96, 0, 1996
74.25, 1, 28
412.5, 1, 48
143.5, 1, 56
131.75, 1, 132
2773.5, 1, 298
33, 1, 370
301, 1, 454
33, 1, 536
22.75, 1, 750
76.5, 1, 754
84, 1, 882
49, 1, 942
4100, 1, 984
263.5, 1, 1008
37, 1, 1044
661.5, 1, 1070
45.5, 1, 1160
21, 1, 1260
181.5, 1, 1278
1435, 1, 1334
306, 1, 1336
3399, 1, 1458
397.75, 1, 1474
27, 1, 1572
922.5, 1, 1680
4817.5, 1, 1692
18, 1, 1736
178.25, 1, 1892
168, 1, 1910
204.25, 1, 1928
178.5, 1, 1932
387, 1, 1972
31494, 2, 2
207, 2, 4
465.5, 2, 122
1991, 2, 186
586.5, 2, 296
241.5, 2, 298
430.5, 2, 426
75, 2, 432
4715, 2, 446
66.5, 2, 516
99, 2, 524
60, 2, 560
120, 2, 690
1080, 2, 712
484.5, 2, 736
462, 2, 764
514.5, 2, 988
126, 2, 1018
6.75, 2, 1042
47.5, 2, 1116
180.5, 2, 1144
46, 2, 1234
504, 2, 1388
380, 2, 1392
252, 2, 1482
132, 2, 1558
138, 2, 1606
563.5, 2, 1612
19, 2, 1820
2534, 2, 1902
4630.5, 2, 1948
2624.5, 2, 1968
159.5, 3, 86
29.25, 3, 204
340, 3, 222
264, 3, 310
297, 3, 592
143, 3, 708
166.75, 3, 1310
1137.5, 3, 1348
416.5, 3, 1366
275.5, 3, 1496
220, 3, 1684
304.5, 3, 1692
550, 3, 1862
3927, 3, 1918
39, 3, 1934
21016, 4, 4
60, 4, 314
255, 4, 434
60, 4, 644
3549, 4, 788
487.5, 4, 978
202.5, 4, 1026
3478, 4, 1198
277.5, 4, 1266
331.5, 4, 1722
1258, 4, 1768
194.75, 5, 84
5340.25, 5, 126
281.25, 5, 182
348, 5, 246
41, 5, 276
94.25, 5, 282
3061.5, 5, 286
502.25, 5, 328
175, 5, 486
178.5, 5, 522
6415.5, 5, 630
67.5, 5, 676
1976.25, 5, 722
270, 5, 864
57.75, 5, 964
427.5, 5, 1004
185, 5, 1016
80, 5, 1174
18.5, 5, 1196
369, 5, 1204
15, 5, 1258
468, 5, 1274
312, 5, 1354
2100, 5, 1398
2475, 5, 1406
61.5, 5, 1488
4668.75, 5, 1540
15, 5, 1580
117, 5, 1596
63, 5, 1696
420.25, 5, 1804
305.25, 5, 1850
613.75, 5, 1868
38912.25, 6, 6
211.5, 6, 16
1173, 6, 58
1819, 6, 84
155.25, 6, 90
15.75, 6, 152
239.25, 6, 258
2087.25, 6, 284
378, 6, 308
423, 6, 344
238, 6, 406
31.5, 6, 458
214.5, 6, 602
27, 6, 728
3425.5, 6, 772
110.25, 6, 830
893.25, 6, 906
325, 6, 966
246.75, 6, 978
202.5, 6, 1096
272.25, 6, 1182
241.5, 6, 1230
153, 6, 1380
222.75, 6, 1496
153, 6, 1610
4436.25, 6, 1668
184, 6, 1720
325, 6, 1788
85.5, 6, 1812
210.25, 6, 1886
120.75, 6, 1896
1901.25, 6, 1994
214.5, 7, 122
3607.25, 7, 156
475, 7, 298
19.25, 7, 344
5.25, 7, 360
475, 7, 642
3453.75, 7, 716
14, 7, 766
201.5, 7, 898
