2019

11 , 0, 864
11.5 , 0, 949
11.25 , 0, 634
4 , 0, 1712
9.75 , 0, 1091
3.25 , 0, 1888
40.75 , 0, 0
11.75 , 1, 1924
7.5 , 1, 1015
2 , 1, 490
6 , 1, 1635
5.5 , 1, 198
1.25 , 1, 677
2.75 , 1, 771
1.5 , 1, 108
6.25 , 1, 116
34.5 , 1, 1
4.75 , 2, 684
8 , 2, 456
7.25 , 2, 165
8.25 , 2, 477
9 , 2, 1916
4.5 , 2, 623
7 , 2, 1834
6.75 , 2, 642
45.5 , 2, 2
10.25 , 3, 366
11.25 , 3, 1927
0.25 , 3, 717
8 , 3, 117
7.5 , 3, 742
27.25 , 3, 3
1.75 , 4, 994
6 , 4, 643
10 , 4, 286
10.25 , 4, 1332
7.25 , 4, 138
6 , 4, 863
10.25 , 4, 75
9.25 , 4, 1205
9.75 , 4, 760
60.5 , 4, 4
0.75 , 5, 911
7.75 , 5, 1675
-1.5 , 5, 5
1.25 , 6, 1967
7.25 , 6, 1695
9.75 , 6, 164
12 , 6, 893
20.25 , 6, 6
9.75 , 7, 1249
-0.25 , 7, 7
5.25 , 8, 1727
6.5 , 8, 1589
9.5 , 8, 600
7.75 , 8, 171
7 , 8, 1796
5.75 , 8, 696
8.5 , 8, 110
12.25 , 8, 683
52.5 , 8, 8
1.75 , 9, 312
10.25 , 9, 592
11.5 , 9, 1758
13.5 , 9, 9
9.25 , 10, 242
4 , 10, 1405
3 , 10, 859
6.5 , 10, 1239
6.75 , 10, 1287
2.5 , 10, 942
1.25 , 10, 1760
3.25 , 10, 532
11.25 , 10, 357
37.75 , 10, 10
2.5 , 11, 2000
9.5 , 11, 1754
11.25 , 11, 1391
13.25 , 11, 11
6.25 , 12, 620
9.75 , 12, 447
3.25 , 12, 1357
0.5 , 12, 1351
12.25 , 12, 795
6.5 , 12, 918
12 , 12, 861
5 , 12, 560
45.5 , 12, 12
2 , 13, 1739
1.5 , 13, 1329
7.75 , 13, 1696
4.75 , 13, 1918
1.5 , 13, 1474
11.25 , 13, 1987
10.25 , 13, 556
29 , 13, 13
9.5 , 14, 744
4.75 , 14, 215
10.25 , 14, 1117
8.25 , 14, 1775
10.5 , 14, 1360
1 , 14, 1983
8.75 , 14, 238
8.25 , 14, 893
51.25 , 14, 14
10 , 15, 8
8.25 , 15, 627
5.25 , 15, 1440
10 , 15, 53
10.25 , 15, 1049
11.75 , 15, 333
45.5 , 15, 15
2 , 16, 479
0.5 , 16, 379
10 , 16, 1926
4.5 , 16, 384
11.25 , 16, 78
2 , 16, 247
10.5 , 16, 2004
12.25 , 16, 979
43 , 16, 16
7 , 17, 4
1.75 , 17, 1732
11.75 , 17, 1412
11.25 , 17, 342
3.25 , 17, 831
2.5 , 17, 1890
8.75 , 17, 1902
1 , 17, 1386
0.75 , 17, 1855
38 , 17, 17
4.75 , 18, 1116
7.25 , 18, 1267
6 , 18, 978
7.5 , 18, 225
15.5 , 18, 18
11 , 19, 935
1 , 19, 19
4.5 , 20, 1856
-5.5 , 20, 20
3.25 , 21, 1381
5.75 , 21, 299
7.75 , 21, 690
2.75 , 21, 1831
12 , 21, 403
0.75 , 21, 1105
7.25 , 21, 1806
29.5 , 21, 21
10.75 , 22, 389
9.5 , 22, 1563
8.5 , 22, 1774
5.5 , 22, 1183
2.75 , 22, 1416
0.25 , 22, 314
27.25 , 22, 22
6.75 , 23, 1369
-3.25 , 23, 23
6.5 , 24, 1007
5 , 24, 482
12 , 24, 551
7.25 , 24, 1350
1.75 , 24, 864
22.5 , 24, 24
3 , 25, 731
3 , 25, 1249
5 , 25, 851
5.75 , 25, 1613
9 , 25, 622
4.25 , 25, 1432
10.5 , 25, 1584
4.25 , 25, 1654
34.75 , 25, 25
3.75 , 26, 294
8 , 26, 1391
7.75 , 26, 2003
7.5 , 26, 914
7.75 , 26, 456
0.5 , 26, 459
5.5 , 26, 1693
30.75 , 26, 26
1.75 , 27, 181
7 , 27, 1415
10 , 27, 363
6.75 , 27, 786
9 , 27, 402
10.75 , 27, 688
35.25 , 27, 27
8.25 , 28, 790
10.75 , 28, 421
6 , 28, 879
8 , 28, 1918
2.75 , 28, 214
3 , 28, 98
11.75 , 28, 866
5.75 , 28, 814
4.25 , 28, 583
50.5 , 28, 28
0.75 , 29, 1528
8.25 , 29, 1452
2.25 , 29, 74
9 , 29, 347
3.75 , 29, 1430
10 , 29, 1057
24 , 29, 29
11.75 , 30, 1036
2 , 30, 345
6.25 , 30, 296
10 , 30, 30
9.25 , 31, 1252
-0.75 , 31, 31
9.25 , 32, 1752
1 , 32, 751
9.5 , 32, 605
