10101

9 , 0, 1528
2.25 , 0, 4363
1.25 , 0, 9429
7.75 , 0, 810
1.25 , 0, 9696
4.5 , 0, 3215
126 , 0, 0
11.5 , 1, 5687
8.25 , 1, 416
0.75 , 1, 7509
2.5 , 1, 6034
10 , 1, 3420
11.5 , 1, 8860
11.25 , 1, 6489
11.25 , 1, 1168
3.25 , 1, 9836
170.25 , 1, 1
2.5 , 2, 10068
1.5 , 2, 2606
1.5 , 2, 7701
7.25 , 2, 3292
1 , 2, 8025
3.25 , 2, 444
10.75 , 2, 8712
3.75 , 2, 8686
131.5 , 2, 2
10 , 3, 1894
4.75 , 3, 2433
12 , 3, 5928
1 , 3, 2761
9 , 3, 8359
136.75 , 3, 3
7.5 , 4, 4409
2.25 , 4, 4568
7.5 , 4, 8037
8 , 4, 7001
0.5 , 4, 6090
1.5 , 4, 7703
7.25 , 4, 1370
2.5 , 4, 8763
9.25 , 4, 2017
146.25 , 4, 4
4.5 , 5, 4847
3 , 5, 8444
107.5 , 5, 5
4.5 , 6, 4836
9.75 , 6, 2690
8.25 , 6, 4571
9.75 , 6, 5251
132.25 , 6, 6
11 , 7, 10064
111 , 7, 7
0.75 , 8, 8568
4.75 , 8, 739
4.5 , 8, 5736
6 , 8, 7456
9.5 , 8, 4164
11.5 , 8, 3456
9 , 8, 9420
8 , 8, 25
154 , 8, 8
6.5 , 9, 3309
10.25 , 9, 3640
5.25 , 9, 8787
122 , 9, 9
2.25 , 10, 1187
8.25 , 10, 5620
9.25 , 10, 4276
6 , 10, 3236
3.5 , 10, 1662
1.25 , 10, 177
1.5 , 10, 8217
10.75 , 10, 2100
3 , 10, 5521
145.75 , 10, 10
10.5 , 11, 407
4.5 , 11, 5144
12 , 11, 1213
127 , 11, 11
7.25 , 12, 5521
12 , 12, 5449
9.25 , 12, 7475
7.25 , 12, 1757
8.25 , 12, 9845
9.25 , 12, 3306
9.5 , 12, 7824
11.25 , 12, 2658
174 , 12, 12
5 , 13, 5188
4.25 , 13, 5454
1 , 13, 672
11.5 , 13, 4954
7.25 , 13, 4500
10.75 , 13, 3001
2.25 , 13, 508
142 , 13, 13
8.75 , 14, 2289
5.25 , 14, 277
6.75 , 14, 4550
10.25 , 14, 6401
10.75 , 14, 5792
1.75 , 14, 8419
1.5 , 14, 7702
4 , 14, 727
149 , 14, 14
9.5 , 15, 8012
3.5 , 15, 1632
5.5 , 15, 2732
5 , 15, 9901
0.5 , 15, 2947
1.5 , 15, 6812
125.5 , 15, 15
2.75 , 16, 5008
8.5 , 16, 8064
8.75 , 16, 8670
10.5 , 16, 4012
9.5 , 16, 3789
0.25 , 16, 8668
2.25 , 16, 7588
6 , 16, 1471
148.5 , 16, 16
4.25 , 17, 2838
1.5 , 17, 4198
7 , 17, 9551
2.25 , 17, 3864
5 , 17, 7708
6.25 , 17, 7804
1.75 , 17, 8418
7 , 17, 1676
6.75 , 17, 4403
141.75 , 17, 17
1.25 , 18, 5638
10 , 18, 817
7.5 , 18, 5393
1.75 , 18, 691
120.5 , 18, 18
6.5 , 19, 4237
106.5 , 19, 19
2.25 , 20, 1539
102.25 , 20, 20
7.75 , 21, 7451
8.25 , 21, 139
7.25 , 21, 4605
9.75 , 21, 5578
3.75 , 21, 4783
11 , 21, 8463
3.25 , 21, 723
151 , 21, 21
2.75 , 22, 6296
2.75 , 22, 7485
11.25 , 22, 2805
1.5 , 22, 7342
1.25 , 22, 6624
1.5 , 22, 690
121 , 22, 22
8.75 , 23, 2420
108.75 , 23, 23
7.75 , 24, 1213
9 , 24, 5034
10.25 , 24, 8445
4.25 , 24, 947
9.75 , 24, 789
141 , 24, 24
11.5 , 25, 6733
5.75 , 25, 1869
12 , 25, 23
10.25 , 25, 8065
2.75 , 25, 4981
10.25 , 25, 6360
10.75 , 25, 2144
11.5 , 25, 4128
174.75 , 25, 25
5.75 , 26, 3698
0.75 , 26, 4626
7.75 , 26, 8941
5.75 , 26, 1942
2.5 , 26, 8388
3.25 , 26, 788
7.25 , 26, 8073
133 , 26, 26
5 , 27, 737
1.25 , 27, 8612
7.75 , 27, 5899
11.75 , 27, 6310
2 , 27, 6816
0.5 , 27, 5926
128.25 , 27, 27
11.25 , 28, 5437
7.25 , 28, 598
8.25 , 28, 8495
8.5 , 28, 1773
7.25 , 28, 5413
0.75 , 28, 9389
0.75 , 28, 4863
11.25 , 28, 10096
10.5 , 28, 237
165.75 , 28, 28
11.25 , 29, 2161
5.5 , 29, 512
2.5 , 29, 1787
5 , 29, 4648
11.75 , 29, 8091
6 , 29, 3252
142 , 29, 29
5.25 , 30, 3639
3.25 , 30, 6633
4 , 30, 5489
112.5 , 30, 30
11.5 , 31, 6346
111.5 , 31, 31
3.5 , 32, 5656
10.75 , 32, 5081
7.5 , 32, 1205
121.75 , 32, 32
9 , 33, 7468
109 , 33, 33
3 , 34, 2661
4 , 34, 6362
1.25 , 34, 6598
5.5 , 34, 9230
2.75 , 34, 8098
10.75 , 34, 1940
12.25 , 34, 3442
139.5 , 34, 34
9.25 , 35, 2981
4.75 , 35, 364
3.25 , 35, 8614
2.5 , 35, 1739
4.75 , 35, 8312
124.5 , 35, 35
7.5 , 36, 8108
1.5 , 36, 8746
1.5 , 36, 1250
11.5 , 36, 9369
6.75 , 36, 355
8.75 , 36, 809
9.25 , 36, 6102
8.5 , 36, 4322
8.25 , 36, 2111
163.5 , 36, 36
8 , 37, 5877
8 , 37, 5899
116 , 37, 37
4 , 38, 6156
10.75 , 38, 7605
2.25 , 38, 415
3.75 , 38, 4530
5.5 , 38, 9115
2 , 38, 3180
5.5 , 38, 10055
1.75 , 38, 8740
135.5 , 38, 38
1.75 , 39, 9109
